,GI,TG,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
2,1,(1) Ginkgo (Ginkgo biloba)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,963.8",$45.67,"2,337.8",$268.54,52.4,$660.93,1.5,"42,518.4","5,777.7",$51.63,19.0,1.9,6.0,30.9,2.4,0.3,0.2,0.8
3,2,(1) Ginkgo (Ginkgo biloba)  at 48.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.,"13,576.2",$315.74,"7,888.7",$183.47,"2,546.3",$292.48,52.4,$660.93,6.7,"104,850.5","14,247.8",$127.32,24.5,1.9,6.6,31.5,3.3,0.3,0.2,0.5
4,3,(1) Ginkgo (Ginkgo biloba)  at 46.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.,"13,576.2",$315.74,"7,423.7",$172.65,"2,546.3",$292.48,52.4,$660.93,6.1,"104,316.4","14,175.2",$126.67,24.6,1.9,6.7,31.5,3.3,0.3,0.2,0.5
5,4,(1) Ginkgo (Ginkgo biloba)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,740.2",$40.47,"2,337.8",$268.54,52.4,$660.93,1.2,"37,524.1","5,099.0",$45.56,17.5,1.9,5.6,30.9,2.2,0.3,0.2,0.8
6,5,(1) Ginkgo (Ginkgo biloba)  at 7.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"9,842.7",$228.91,883.4,$20.55,"1,805.9",$207.44,38.2,$481.91,0.2,"16,269.0","2,210.7",$19.76,8.6,1.4,2.9,22.8,1.0,0.2,0.1,0.4
7,6,(1) Ginkgo (Ginkgo biloba)  at 11.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.4",$310.35,968.3,$22.52,"2,337.5",$268.50,52.4,$660.94,0.3,"17,270.1","2,346.8",$20.97,8.3,1.9,2.7,30.9,1.0,0.3,0.2,0.4
8,7,(1) Ginkgo (Ginkgo biloba)  at 13.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,173.0",$27.28,"2,337.8",$268.54,52.4,$660.93,0.5,"20,730.1","2,816.9",$25.17,10.1,1.9,3.3,30.9,1.2,0.3,0.2,0.5
9,8,(1) Ginkgo (Ginkgo biloba)  at 8.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"9,757.9",$226.94,670.0,$15.58,"1,735.2",$199.32,38.2,$481.53,0.2,"12,387.1","1,683.2",$15.04,5.7,1.4,1.8,22.6,0.7,0.2,0.1,0.2
10,9,(1) Ginkgo (Ginkgo biloba)  at 38.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"4,544.7",$105.70,"2,447.5",$281.14,52.4,$660.93,3.8,"78,792.2","10,706.8",$95.68,25.6,1.9,7.5,31.2,3.3,0.3,0.2,0.8
11,10,(1) Ginkgo (Ginkgo biloba)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,879.0",$43.70,"2,337.8",$268.54,52.4,$660.93,1.4,"40,863.2","5,552.7",$49.62,18.5,1.9,5.9,30.9,2.3,0.3,0.2,0.8
2,1,(1) Ginkgo (Ginkgo biloba)  at 15.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,339.5",$31.15,"2,337.8",$268.54,52.4,$660.93,0.6,"24,216.6","3,290.7",$29.41,11.8,1.9,3.8,30.9,1.5,0.3,0.2,0.6
3,2,(1) Ginkgo (Ginkgo biloba)  at 40.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"4,890.2",$113.73,"2,447.5",$281.14,52.4,$660.93,4.2,"81,091.7","11,019.3",$98.47,25.6,1.9,7.4,31.2,3.3,0.3,0.2,0.7
4,3,(1) Ginkgo (Ginkgo biloba)  at 6.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"7,611.0",$177.01,493.6,$11.48,"1,341.7",$154.12,29.8,$376.38,0.1,"9,425.1","1,280.7",$11.44,4.1,1.1,1.3,17.6,0.5,0.2,0.1,0.2
5,4,(1) Ginkgo (Ginkgo biloba)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,584.3",$36.85,"2,337.8",$268.54,52.4,$660.93,0.9,"32,510.6","4,417.7",$39.48,15.6,1.9,5.0,30.9,1.9,0.3,0.2,0.7
6,5,(1) Ginkgo (Ginkgo biloba)  at 17.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,456.7",$33.88,"2,337.8",$268.54,52.4,$660.93,0.7,"27,587.3","3,748.7",$33.50,13.5,1.9,4.4,30.9,1.7,0.3,0.2,0.6
7,6,(1) Ginkgo (Ginkgo biloba)  at 39.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"4,716.3",$109.69,"2,447.5",$281.14,52.4,$660.93,4.0,"79,993.2","10,870.0",$97.13,25.6,1.9,7.5,31.2,3.3,0.3,0.2,0.7
8,7,(1) Ginkgo (Ginkgo biloba)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,682.9",$39.14,"2,337.8",$268.54,52.4,$660.93,1.1,"35,849.2","4,871.4",$43.53,16.9,1.9,5.4,30.9,2.1,0.3,0.2,0.8
9,8,(1) Ginkgo (Ginkgo biloba)  at 54.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"7,541.1",$175.38,"2,447.5",$281.14,52.4,$660.93,8.3,"86,137.1","11,704.9",$104.59,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
10,9,(1) Ginkgo (Ginkgo biloba)  at 29.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"3,102.5",$72.15,"2,447.5",$281.14,52.4,$660.93,2.1,"63,862.6","8,678.1",$77.55,25.3,1.9,7.8,31.2,3.2,0.3,0.2,0.9
11,10,(1) Ginkgo (Ginkgo biloba)  at 36.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"4,208.0",$97.86,"2,447.5",$281.14,52.4,$660.93,3.3,"76,093.0","10,340.0",$92.40,25.7,1.9,7.6,31.2,3.3,0.3,0.2,0.8
2,1,(1) Ginkgo (Ginkgo biloba)  at 50.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"6,743.8",$156.84,"2,447.5",$281.14,52.4,$660.93,7.0,"86,125.1","11,703.2",$104.58,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
3,2,(1) Ginkgo (Ginkgo biloba)  at 9.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"10,938.7",$254.40,765.1,$17.79,"1,941.2",$222.98,42.8,$540.07,0.2,"13,963.3","1,897.4",$16.96,6.5,1.6,2.1,25.4,0.8,0.3,0.1,0.3
4,3,(1) Ginkgo (Ginkgo biloba)  at 37.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"4,375.2",$101.75,"2,447.5",$281.14,52.4,$660.93,3.5,"77,491.2","10,530.0",$94.10,25.7,1.9,7.5,31.2,3.3,0.3,0.2,0.8
5,4,(1) Ginkgo (Ginkgo biloba)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"2,059.0",$47.89,"2,337.8",$268.54,52.4,$660.93,1.6,"44,156.9","6,000.3",$53.62,19.4,1.9,6.1,30.9,2.4,0.3,0.2,0.8
6,5,(1) Ginkgo (Ginkgo biloba)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"2,162.9",$50.30,"2,337.8",$268.54,52.4,$660.93,1.8,"45,770.6","6,219.6",$55.58,19.8,1.9,6.2,30.9,2.5,0.3,0.2,0.8
7,6,(1) Ginkgo (Ginkgo biloba)  at 5.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"7,600.3",$176.76,651.8,$15.16,"1,386.7",$159.29,29.5,$372.65,0.2,"12,389.9","1,683.6",$15.04,6.3,1.1,2.1,17.6,0.8,0.2,0.1,0.3
8,7,(1) Ginkgo (Ginkgo biloba)  at 31.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"2,500.2",$58.15,"2,337.8",$268.54,52.4,$660.93,2.2,"50,363.0","6,843.6",$61.15,20.8,1.9,6.5,30.9,2.6,0.3,0.2,0.8
9,8,(1) Ginkgo (Ginkgo biloba)  at 19.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"1,540.4",$35.82,"2,337.8",$268.54,52.4,$660.93,0.8,"30,855.0","4,192.8",$37.47,14.9,1.9,4.8,30.9,1.8,0.3,0.2,0.7
10,9,(1) Ginkgo (Ginkgo biloba)  at 55.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"7,745.2",$180.13,"2,447.5",$281.14,52.4,$660.93,8.7,"86,137.1","11,704.9",$104.59,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
11,10,(1) Ginkgo (Ginkgo biloba)  at 60.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"8,793.3",$204.50,"2,447.5",$281.14,52.4,$660.93,10.6,"86,137.1","11,704.9",$104.59,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
2,1,(1) Ginkgo (Ginkgo biloba)  at 42.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"5,244.4",$121.97,"2,447.5",$281.14,52.4,$660.93,4.7,"82,972.5","11,274.8",$100.75,25.5,1.9,7.4,31.2,3.3,0.3,0.2,0.7
3,2,(1) Ginkgo (Ginkgo biloba)  at 41.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"5,066.2",$117.82,"2,447.5",$281.14,52.4,$660.93,4.5,"82,085.5","11,154.3",$99.67,25.5,1.9,7.4,31.2,3.3,0.3,0.2,0.7
4,3,(1) Ginkgo (Ginkgo biloba)  at 43.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"5,424.6",$126.16,"2,447.5",$281.14,52.4,$660.93,5.0,"83,750.8","11,380.6",$101.70,25.5,1.9,7.3,31.2,3.3,0.3,0.2,0.7
5,4,(1) Ginkgo (Ginkgo biloba)  at 48.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"6,356.9",$147.84,"2,447.5",$281.14,52.4,$660.93,6.4,"85,945.3","11,678.8",$104.36,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
6,5,(1) Ginkgo (Ginkgo biloba)  at 47.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"6,166.4",$143.41,"2,447.5",$281.14,52.4,$660.93,6.1,"85,735.0","11,650.2",$104.11,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
7,6,(1) Ginkgo (Ginkgo biloba)  at 44.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"5,607.0",$130.40,"2,447.5",$281.14,52.4,$660.93,5.2,"84,419.0","11,471.4",$102.51,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
8,7,(1) Ginkgo (Ginkgo biloba)  at 56.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"7,951.1",$184.92,"2,447.5",$281.14,52.4,$660.93,9.1,"86,137.1","11,704.9",$104.59,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
9,8,(1) Ginkgo (Ginkgo biloba)  at 57.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"8,158.9",$189.75,"2,447.5",$281.14,52.4,$660.93,9.5,"86,137.1","11,704.9",$104.59,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
10,9,(1) Ginkgo (Ginkgo biloba)  at 40.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"3,612.2",$84.01,"2,337.8",$268.54,52.4,$660.93,3.9,"60,843.8","8,267.8",$73.88,22.4,1.9,6.7,30.9,2.8,0.3,0.2,0.8
11,10,(1) Ginkgo (Ginkgo biloba)  at 36.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"3,100.7",$72.11,"2,337.8",$268.54,52.4,$660.93,3.1,"56,873.1","7,728.3",$69.06,21.9,1.9,6.7,30.9,2.8,0.3,0.2,0.8
2,1,(1) Ginkgo (Ginkgo biloba)  at 46.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"5,977.9",$139.03,"2,447.5",$281.14,52.4,$660.93,5.8,"85,417.2","11,607.0",$103.72,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
3,2,(1) Ginkgo (Ginkgo biloba)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"2,855.2",$66.40,"2,337.8",$268.54,52.4,$660.93,2.7,"54,459.9","7,400.4",$66.13,21.5,1.9,6.6,30.9,2.7,0.3,0.2,0.8
4,3,(1) Ginkgo (Ginkgo biloba)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"2,616.7",$60.86,"2,337.8",$268.54,52.4,$660.93,2.4,"51,788.3","7,037.3",$62.89,21.1,1.9,6.5,30.9,2.6,0.3,0.2,0.8
5,4,(1) Ginkgo (Ginkgo biloba)  at 38.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"3,353.1",$77.98,"2,337.8",$268.54,52.4,$660.93,3.5,"59,007.1","8,018.3",$71.65,22.1,1.9,6.7,30.9,2.8,0.3,0.2,0.8
6,5,(1) Ginkgo (Ginkgo biloba)  at 33.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"2,735.1",$63.61,"2,337.8",$268.54,52.4,$660.93,2.5,"53,155.0","7,223.0",$64.55,21.3,1.9,6.6,30.9,2.7,0.3,0.2,0.8
7,6,(1) Ginkgo (Ginkgo biloba)  at 52.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"7,138.6",$166.02,"2,447.5",$281.14,52.4,$660.93,7.6,"86,137.1","11,704.9",$104.59,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
8,7,(1) Ginkgo (Ginkgo biloba)  at 2.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"4,159.0",$96.73,356.3,$8.29,734.4,$84.36,16.3,$205.59,0.1,"7,356.9",999.7,$8.93,3.5,0.6,1.1,9.6,0.4,0.1,0.1,0.2
9,8,(1) Ginkgo (Ginkgo biloba)  at 48.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"4,713.2",$109.61,"2,337.8",$268.54,52.4,$660.93,6.0,"64,939.8","8,824.4",$78.86,22.8,1.9,6.8,30.9,2.9,0.3,0.2,0.7
10,9,(1) Ginkgo (Ginkgo biloba)  at 58.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"6,225.0",$144.78,"2,337.8",$268.54,52.4,$660.93,9.3,"65,128.1","8,850.0",$79.08,22.8,1.9,6.8,30.9,2.9,0.3,0.2,0.7
11,10,(1) Ginkgo (Ginkgo biloba)  at 42.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"3,878.0",$90.19,"2,337.8",$268.54,52.4,$660.93,4.4,"62,367.6","8,474.9",$75.73,22.5,1.9,6.8,30.9,2.9,0.3,0.2,0.7
2,1,(1) Ginkgo (Ginkgo biloba)  at 45.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"4,288.6",$99.74,"2,337.8",$268.54,52.4,$660.93,5.2,"64,040.2","8,702.2",$77.76,22.7,1.9,6.8,30.9,2.9,0.3,0.2,0.7
3,2,(1) Ginkgo (Ginkgo biloba)  at 55.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"5,756.4",$133.88,"2,337.8",$268.54,52.4,$660.93,8.2,"65,128.1","8,850.0",$79.08,22.8,1.9,6.8,30.9,2.9,0.3,0.2,0.7
4,3,(1) Ginkgo (Ginkgo biloba)  at 49.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"4,857.8",$112.98,"2,337.8",$268.54,52.4,$660.93,6.3,"65,060.9","8,840.9",$79.00,22.8,1.9,6.8,30.9,2.9,0.3,0.2,0.7
5,4,(1) Ginkgo (Ginkgo biloba)  at 35.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"2,977.1",$69.24,"2,337.8",$268.54,52.4,$660.93,2.9,"55,700.1","7,568.9",$67.64,21.7,1.9,6.6,30.9,2.7,0.3,0.2,0.8
6,5,(1) Ginkgo (Ginkgo biloba)  at 46.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"4,428.6",$103.00,"2,337.8",$268.54,52.4,$660.93,5.4,"64,429.5","8,755.1",$78.24,22.7,1.9,6.8,30.9,2.9,0.3,0.2,0.7
7,6,(1) Ginkgo (Ginkgo biloba)  at 52.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"5,300.5",$123.27,"2,337.8",$268.54,52.4,$660.93,7.2,"65,128.1","8,850.0",$79.08,22.8,1.9,6.8,30.9,2.9,0.3,0.2,0.7
8,7,(1) Ginkgo (Ginkgo biloba)  at 56.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"5,911.2",$137.48,"2,337.8",$268.54,52.4,$660.93,8.6,"65,128.1","8,850.0",$79.08,22.8,1.9,6.8,30.9,2.9,0.3,0.2,0.7
9,8,(1) Ginkgo (Ginkgo biloba)  at 50.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"5,003.9",$116.38,"2,337.8",$268.54,52.4,$660.93,6.6,"65,116.5","8,848.4",$79.07,22.8,1.9,6.8,30.9,2.9,0.3,0.2,0.7
10,9,(1) Ginkgo (Ginkgo biloba)  at 37.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"3,226.0",$75.03,"2,337.8",$268.54,52.4,$660.93,3.3,"57,976.2","7,878.2",$70.40,22.0,1.9,6.7,30.9,2.8,0.3,0.2,0.8
11,10,(1) Ginkgo (Ginkgo biloba)  at 44.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"4,150.1",$96.52,"2,337.8",$268.54,52.4,$660.93,4.9,"63,566.1","8,637.8",$77.19,22.6,1.9,6.8,30.9,2.9,0.3,0.2,0.7
2,1,(1) Ginkgo (Ginkgo biloba)  at 61.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"6,706.2",$155.97,"2,337.8",$268.54,52.4,$660.93,10.5,"65,128.1","8,850.0",$79.08,22.8,1.9,6.8,30.9,2.9,0.3,0.2,0.7
3,2,(1) Ginkgo (Ginkgo biloba)  at 39.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"3,481.8",$80.98,"2,337.8",$268.54,52.4,$660.93,3.7,"59,963.7","8,148.2",$72.81,22.3,1.9,6.7,30.9,2.8,0.3,0.2,0.8
4,3,(1) Ginkgo (Ginkgo biloba)  at 4.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"5,178.4",$120.43,337.5,$7.85,890.9,$102.33,20.4,$257.59,0.1,"6,765.9",919.4,$8.22,2.8,0.7,0.9,12.0,0.4,0.1,0.1,0.1
5,4,(1) Ginkgo (Ginkgo biloba)  at 41.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.,"13,344.7",$310.36,"3,744.3",$87.08,"2,337.8",$268.54,52.4,$660.93,4.2,"61,645.7","8,376.8",$74.86,22.5,1.9,6.8,30.9,2.9,0.3,0.2,0.8
6,5,(1) Ginkgo (Ginkgo biloba)  at 49.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"13,466.6",$313.19,"6,549.4",$152.32,"2,447.5",$281.14,52.4,$660.93,6.7,"86,068.3","11,695.5",$104.51,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
7,6,(1) Ginkgo (Ginkgo biloba)  at 1.0 inch DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.,"3,312.9",$77.05,274.1,$6.37,576.1,$66.17,13.0,$164.37,0.1,"5,929.9",805.8,$7.20,2.7,0.5,0.9,7.7,0.3,0.1,0.0,0.1
